년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20100916	박유천, 시아준수, 김재중	찾았다	Male	발라드, 국내드라마	15	최용찬, 박기범, 한얼	최용찬	씨제스엔터테인먼트	솔직히 처음엔 몰랐어 우연한 만남 있었지만 이제껏 난 기쁨보단 아픔을 더 많이 배웠어 눈물이 많았던 나지만 너에겐 웃음만 줄거야 이제서야 내 반쪽을 찾았나 봐 이렇게 가슴이 뛰고 있잖아 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 마음을 닫았던 나지만 너에겐 내 마음 줄거야 이제서야 내 반쪽을 찾았나 봐 이렇게 가슴이 뛰고 있잖아 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 다쳤던 내 마음 아픈 상처 다 안아준 사람 더 많이 사랑해 주고 싶어 언제까지나 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 고맙다 내 곁에 와 줘서
20100909	가비엔제이	그만하자	Female	발라드 	16	도희선, 민명기	민명기	Good Fellas Entertainment	우리 여기서 그만하자 미련한 사랑도 지겨운 다툼도 서로 미워도 이젠 울지 말자 그래 여기서 그만하자 변해버린 말투 재미없는 표정 어디부터 잘못됐니 뛰지 않는 가슴 말라버린 눈물 우리 정말 안쓰럽다 나만 바라봐도 하루가 짧다던 그 사랑은 어디 갔니 우리 여기서 그만하자 미련한 사랑도 지겨운 다툼도 서로 미워도 이젠 울지 말자 그래 여기서 그만하자 오지 않는 전화 가끔 보는 우리 이별이 시작된 거니 같이 걷던 거리 너로 가득했던 그 사랑은 어디 갔니 우리 여기서 그만하자 미련한 사랑도 지겨운 다툼도 서로 미워도 이젠 울지 말자 그래 여기서 그만하자 함께했던 시간만큼 그 보다 더 아프겠지 사랑하지 않는 우리 그게 더 날 아프게 해 다시는 상처주지 말자 사랑은 끝났다 눈물도 끝났다 너를 지워도 가슴 한구석엔 흉터로 남겠지 우리 여기서 그만하자 미련한 사랑도 지겨운 다툼도 서로 미워도 이젠 울지 말자 그래 여기서 그만 하자
20110702	GG (박명수 & G-Dragon)	바람났어 (Feat. 박봄)	Male	댄스	1	TEDDY, Eknock, G-DRAGON	TEDDY, Eknock, G-DRAGON	거성엔터테인먼트, YG엔터테인먼트	Oh G-Dragon A-yo Great Park 뭐해요 딱히 오늘 파티있는데 같이 갈래요 책임 질꺼야 Yeah 한번 놀아볼까 출바알 오늘 밤 나 바람났어 친구 따라 강남 갔어 여름도 다가왔으니 왕자가 돌아왔어 나도 제대로 바람났어 놀고 싶어 안달났어 열광의 도가니 신나는 분위기 우린 지금 야단났어 난 바람났어 난 바람났어 미 미안해 엄마 용서해 엄마 오늘 밤 전화 다 꺼 I'm on fire 우린 좀 바빠 hey 민서 아빠 웃어봐 하하 하하하 허파에 바람찼어 난 바람났어 난 바람났어 오늘 같은 Saturday night 미친 듯이 노는 거야 Oh baby oh oh baby 바람아 더 불어다오 내게로 한 여름에 party tonight 뛰어 높이 가는 거야 Oh baby oh oh baby 하늘을 날자 Let's go Let's go Let's go Let's go Let's go Come on 오늘 밤 또 바람났어 친구 따라 강북갔어 UV는 이태원 갔어 우리 둘은 홍대에 왔어 발바닥에 불이났어 정신 나간 우리라서 나 오랜만에 물 만났어 물고긴 줄 알았어 매력이 넘쳐 스타일 멋져 swag swag 동해도 번쩍 서해도 번쩍 이런 남자들 만나봤어 우린 바람났어 우린 바람났어 우린 바람났어 우린 바람났어 오늘 같은 Saturday night 미친 듯이 노는 거야 Oh baby oh oh baby 바람아 더 불어다오 내게로 한 여름에 party tonight 뛰어 높이 가는 거야 Oh baby oh oh baby 하늘을 날자 늦바람났어
20110702	처진 달팽이 (유재석 & 이적)	압구정 날라리	Male	댄스	2	이적, 유재석	이적	뮤직팜	yeah two thousand eleven 무한도전 서해안 고속도로 가요제 준비됐습니까 처진 달팽이 이적 and 재석 어서 와요 예쁜 그대 몇 명이서 놀러 왔나요 사양말고 한잔해요 모든것이 그대 거에요 Check this out 사실 나는 킹카 였어 형들이랑 놀러 가면 웃긴 말만 해댔지만 사실 나는 킹카 였어 이제와서 생각하면 지나고 돌이켜보면 그 누구도 몰랐지만 사실 나는 킹카였어 뜨겁게 셔츠가 다 젖을 때까지 압구정 돈이 없어도 오늘 만은 날라리 연락처는 받았지만 사실 별로 맘에 안들어 에프터는 기대마요 이바닥이 그런거에요 사랑을 꿈꾸지 말아요 나같은 킹카는 너무 바쁘니 뜨겁게 셔츠가 다 젖을때 까지 압구정 돈이 없어도 오늘 만은 날라리 뜨겁게 셔츠가 다 젖을때까지 압구정 돈이 없어도 오늘 만은 날라리 셔츠가 다 젖을때까지 압구정 돈이 없어도 오늘만은 날라리 내가 살던곳은 수유리
20110718	미쓰에이	Good-bye Baby	Female	댄스	4	박진영	박진영	JYP엔터테인먼트	Good bye, baby good bye 뒤돌아서 그대로 앞으로 가면 돼 아무런 말도 하지 말고 이대로 사라져 주는 거야 Baby good bye, good bye 내 이름은 수지가 아닌데 자꾸만 실수로 수지라 부를 때 그때 알아 차려야 했어 왜 애써 너를 믿어 주려 했는지 몰라 니가 어떤 앤지 알았어 괜히 울지 마 너의 물건들 다 내놨어 연기는 이제 그만 Good bye, baby good bye 뒤돌아서 그대로 앞으로 가면 돼 아무런 말도 하지 말고 이대로 사라져 주는 거야 Good bye, baby good bye 즐거웠어 재미있었다고 생각할게 그러니 여기까지 하기 너의 쇼는 이제 끝난 거야 Baby good bye, good bye 친구들이 모두 다 말릴 때 그때 그 얘길 들었어야 했는데 왜 나는 너의 그 눈빛이 진실치 못하다는 걸 전혀 몰랐는지 뛰어난 너의 그 연기가 정말 놀라워 너무 뛰어나서 결국엔 날 울리고 말았어 Good bye, baby good bye 뒤돌아서 그대로 앞으로 가면 돼 아무런 말도 하지 말고 이대로 사라져 주는 거야 Good bye, baby good bye 즐거웠어 재미있었다고 생각할게 그러니 여기까지 하기 너의 쇼는 이제 끝난 거야 Baby good bye, good bye 어쩜 삐거덕 삐거덕 거리는 소리 하나도 없이 그렇게 구렁이 담 넘어가듯 부드럽게 날 속였지 참 대단한 쇼를 봤어 내가 니 덕에 표도 안 사고 다 공짜로 좋은 자리에 딱 하지만 No 이제는 Bye bye 뛰어난 너의 그 연기가 정말 놀라워 너무 뛰어나서 결국엔 날 울리고 말았어 Good bye, baby good bye 뒤돌아서 그대로 앞으로 가면 돼 그냥 아무런 말도 하지 말고 이대로 사라져 주는 거야 Good bye, baby good bye 즐거웠어 재미있었다고 생각할게 그러니 여기까지 하기 너의 쇼는 이제 끝난 거야 Baby good bye, good bye
20110702	바닷길 (길 & 바다)	나만 부를 수 있는 노래	mixed voices	댄스	5	개리	길	리쌍컴퍼니, 웨이브나인	내 두 눈은 너를 바라 볼 때 가장 빛이나고 내 마음은 너를 생각할 때 항상 행복해 내 모든게 그렇게 너만을 위한거야 항상 내 곁에만 이대로 있어줄래 나를 위해 많은 것을 해줄 수 없다해도 걱정 마 난 항상 너만을 믿으며 살아갈테니까 oh 내 사랑 나만 부를 수 있는 노래 너를 위한 사랑의 노래 나의 모든 걸 네게 줄게 지금 이대로 날 사랑해 주면 돼 내 하루는 너를 만날때를 항상 기다리고 내 두손은 니가 잡아주길 항상 기다리고 내 모든게 그렇게 너만을 위한거야 항상 내 곁에만 이대로 있어줄래 나를 위해 많은 것을 해줄 수 없다 해도 걱정 마 난 항상 너만을 믿으며 살아갈테니까 oh 내 사랑 나만 부를 수 있는 노래 너를 위한 사랑의 노래 나의 모든 걸 네게 줄게 지금 이대로 날 사랑해 주면 돼 나만 부를 수 있는 노래 너를 위한 사랑의 노래 나의 모든걸 네게 줄게 지금 이대로 날 사랑해 주면 돼 나만 부를 수 있는 노래 너를 위한 사랑의 노래 나의 모든걸 네게 줄게 지금 이대로 날 사랑해 주면돼
20110705	현아	Bubble Pop!	Female	댄스	6	신사동 호랭이, 최규성	신사동 호랭이, 최규성	큐브엔터테인먼트	Bubble pop Bubble pop 첨부터 끝까지 날 바꾸려 하지마 아니면 차라리 다른 사람만나 투덜대지마 밤늦게 나가서 놀면 좀 어때 어쩌다 전화 안받으면 어때 왜 자꾸 그래 너 나를 못믿니 woo boy 너에게 날 맞추진마 hey boy 나에게 더 바라진마 my boy 거품처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop woo boy 있는 그대로 생각해봐 hey boy 보이는 대로 날 바라봐줘 my boy 거품 처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop 말은 좀 예쁘게 해 웃을땐 얌전하게 연락은 좀 자주해 너나 잘해 hey hey hey hey bubble bubble pop pop 웃다가 가끔 우울하면 어때 좋다가 갑자기 싫어짐 어때 왜 자꾸 그래 너 나를 모르니 woo boy 너에게 날 맞추진마 hey boy 나에게 더 바라진마 my boy 거품처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop woo boy 있는 그대로 생각해봐 hey boy 보이는 대로 날 바라봐줘 my boy 거품 처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop 너에게 날 맞추진마 나에게 더 바라진마 거품처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop woo boy 있는 그대로 생각해봐 hey boy 보이는대로 날 바라바줘 my boy 거품처럼 커진 맘을 Bubble Bubble Bubble pop Bubble Bubble pop pop
20110702	철싸 (노홍철 & 싸이 (PSY))	흔들어 주세요	Male	댄스	7	싸이 (PSY)	싸이 (PSY), 유건형	YG엔터테인먼트	사랑하는 사람 떠나고 새로운 만남은 뻔하고 이제는 혼자가 편하고 외로울 뿐이고 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 흔들어 주세요 oh oh oh oh oh oh oh oh oh oh oh oh 님이 님이 님이 님이 사랑하는 님이 남이 남이 남이 되버리고 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 밤새도록 외로운 사람들아 붙어 여기 괴로운 사람들도 여기 여기 흔들어 주세요 너의이별애기 머리 어깨 가슴 무릎 팔 무릎 팔 사랑했던 사람이 날 차버렸을때 컴온 뒤도 보지 않고 그냥가버렸을때 컴온 파티는 시작된다 바로 그 때 얼음 얼음 얼음 얼음 얼음 얼음 하고 땡 외로운 아가씨는 눈물 훔치고 우는 아가씨 마음을 내가 훔치고 우리 둘은 같은 공간 안에 숨쉬고 춤을 춤을 춤을 춤을 춤을 추고 당신을 웃게하는 나는 삐에로 컴온 더하지도 빼지도 마 지금 이대로 컴온 정신없는 광란의 시대로 제대 제대 제대 제대 제대 제대로 미치고싶은 미칠 것 같은 그런 사람들 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 흔들어 주세요 oh oh oh oh oh oh oh oh oh oh oh oh 님이 님이 님이 님이 사랑하는 님이 남이 남이 남이 되버리고 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 밤새도록 사랑하는 사람 떠나고 떠나고 새로운 만남은 뻔하고 뻔하고 이제는 혼자가 편하고 편하고 외로울 뿐이고 뿐이고 사랑하는 사람 떠나고 떠나고 새로운 만남은 뻔하고 뻔하고 이제는 혼자가 편하고 편하고 외로울 뿐이고 뿐이고 님이라는 글자에다 점하나 콕 찍자마자 바로 남 된다 사랑이란 알다가도 모르겠다 에라 에라 에라 에라 모르겠다 미래의 나의 님은 지금 어디에 사람일 몰라 혹시 여기에 쿵 쿵 쿵 다시 가슴이 뛰네 붕 붕 붕 오늘도 달리네 미치고 싶은 미칠 것 같은 그런 사람들 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 흔들어 주세요 oh oh oh oh oh oh oh oh oh oh oh oh 님이 님이 님이 님이 사랑하는 님이 남이 남이 남이 되버리고 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 밤새도록 흔들 흔들 흔들 흔들 흔들 흔들 흔들 흔들 흔들 흔들 oh oh oh oh oh oh oh oh oh oh oh oh 님이 님이 님이 님이 사랑하는 님이 남이 남이 남이 되버리고 흔들어 주세요 shake it shake it shake it shake it baby shake it shake it baby 밤새도록
20110702	파리돼지앵 (정형돈 & 정재형)	순정마초	Male	발라드	8	정재형	정재형	안테나뮤직	달콤한 농담 치명적 스킨향 무너져가는 널 뒤로한채 돌아선다 널 유혹하는 나의 눈빛은 날 버린 그녀를 대신하는 차가운 복수 난 그대를 뒤 흔드는 사랑의 종착역 순정마초 나를 가지려해도 나를 잡으려 해도 달밤의 미스테리 옴므파탈 난 그대를 정복하는 사랑의 파괴자 순정마초 나의 사랑을 버린 그댈 잊지 못한 죽은 심장 상처난 백합 순정마초 거울을 보며 머리를 빗으며 내게 흠뻑빠진 그대들을 응시한다 난 그대를 뒤 흔드는 사랑의 종착역 순정마초 나를 가지려해도 나를 잡으려해도 달밤의 미스테리 옴므파탈 난 그대를 정복하는 사랑의 파괴자 순정마초 나의사랑을 버린 그대를 잊지 못한 죽은 심장 상처난 백합 순정마초 내 백합 난 그대를 정복하는 사랑의 파괴자 순정마초 나의사랑을 버린 그대를 잊지 못한 죽은 심장 상처난 백합 순정마초
20110702	처진 달팽이 (유재석 & 이적)	말하는 대로	Male	발라드	10	이적, 유재석	이적	뮤직팜	나 스무살적에 하루를 견디고 불안한 잠자리에 누울때면 내일 뭐하지 내일 뭐하지 걱정을 했지 두 눈을 감아도 통 잠은 안오고 가슴은 아프도록 답답할때 난 왜 안되지 왜 난 안되지 되뇌었지 말하는 대로 말하는 대로 될 수 있다곤 믿지 않았지 믿을 수 없었지 마음먹은 대로 생각한 대로 할 수 있단 건 거짓말 같았지 고개를 저었지 그러던 어느날 내 맘에 찾아온 작지만 놀라운 깨달음이 내일 뭘할지 내일 뭘할지 꿈꾸게 했지 사실은 한 번도 미친듯 그렇게 달려든 적이 없었다는 것을 생각해봤지 일으켜세웠지 내 자신을 말하는 대로 말하는 대로 될 수 있단 걸 눈으로 본 순간 믿어보기로 했지 마음먹은 대로 생각한 대로 할 수 있단 걸 알게 된 순간 고갤 끄덕였지 마음먹은 대로 생각한 대로 말하는 대로 될 수 있단 걸 알지못했지 그땐 몰랐지 이젠 올 수도 없고 갈 수도 없는 힘들었던 나의 시절 나의 20대 멈추지 말고 쓰러지지 말고 앞만보고 달려 너의 길을 가 주변에서 하는 수많은 이야기 그러나 정말 들어야 하는 건 내 마음속 작은 이야기 지금 바로 내 마음속에서 말하는 대로 말하는 대로 말하는 대로 될 수 있다고 될 수 있다고 그대 믿는다면 마음먹은 대로 내가 마음먹은 대로 생각한 대로 그대 생각한 대로 도전은 무한히 인생은 영원히 말하는 대로 말하는 대로 말하는 대로 말하는 대로
20110702	스윗 콧소로우 (정준하 & 스윗소로우)	정주나요	Male	발라드	11	정준하, 스윗소로우	성진환	미인컴퍼니, 스윗소로우컴퍼니	눈부시게 아름다운 그대여 이 맘 알아주오 애달프게 그댈 부르는 이 밤 첫눈에 반해버린 그대여 나를 첫눈에 사로잡은 그대여 내 마음을 받아준다면 후회하진 않을꺼야 정주나요 안정주나요 늘 정주는 날 알아줘 정주나요 안정주나요 아 아 아 내 눈속엔 너 밖에 없어 보기보단 착한 순정남 사랑하나만 믿고 살아왔어 생각보다는 자상한 다정남 불의는 또 내가 못참지 의리는 또 형이 최고지 널 굶길일은 없을거야 지상 최고의 식신남 더 주세요 oh my baby 널 해치지 않아 겁내지 말고 내게 다가와 이래봬도 나 귀여운 남자야 질펀한 엉덩이로 야이야이야이야 한 떨기 장미같은 그대여 내게 한 뿌리 산삼같은 그대여 내 마음을 받아 준다면 후회하진 않을거야 여러분 오늘 많이 더우시죠 이렇게 더운 여름을 맞이해서 우리 스윗 콧스로우의 음악을 들으면서 아주 더위를 한 방에 야무지게 한 번 날려봐요 oh my baby 널 놓치지 않아 널 위해 목숨바칠 한 남자 이래봬도 나 뜨거운 남자야 섹시한 콧소리로 야이야이야이야 한 여름 빙수같은 그대여 내게 한 겨울 호빵 같은 그대여 내 마음을 받아준다면 후회하진 않을거야 정주나요 안정주나요 늘 정주는 날 알아줘 정주나요 안정주나요 아 아 아 정주나요 안정주나요 늘 정주는 날 알아줘 정주나요 안정주나요 아 아 아 정주나요 안정주나요 늘 정주는 날 알아줘 정주나요 안정주나요 아 아 아 정주나요 안정주나요 늘 정주는 날 알아줘 정주나요 안정주나요 날 알아줘
